# ik  ibnd  E(eV)  inv_tau_SERTA(Ry)  inv_tau_MRTA(Ry)  tau_SERTA(fs)  tau_MRTA(fs)
   33100   2   -4.235570    7.146851E-03    6.896328E-03    6.769415E+00    7.015328E+00
   33101   2   -4.232343    7.464455E-03    7.186763E-03    6.481384E+00    6.731821E+00
   33102   2   -4.228399    7.699699E-03    7.395444E-03    6.283362E+00    6.541865E+00
   33103   2   -4.223737    7.853608E-03    7.524154E-03    6.160226E+00    6.429959E+00
   33104   2   -4.218358    7.960303E-03    7.606165E-03    6.077658E+00    6.360630E+00
   33105   2   -4.212263    8.053000E-03    7.673444E-03    6.007699E+00    6.304861E+00
   33106   2   -4.205457    8.147208E-03    7.740722E-03    5.938231E+00    6.250063E+00
   33107   2   -4.197947    8.246962E-03    7.811596E-03    5.866402E+00    6.193356E+00
   33108   2   -4.189746    8.353380E-03    7.886712E-03    5.791668E+00    6.134368E+00
   33109   2   -4.180868    8.467558E-03    7.966517E-03    5.713572E+00    6.072917E+00
   33110   2   -4.171333    8.591001E-03    8.051673E-03    5.631474E+00    6.008689E+00
   33111   2   -4.161165    8.725645E-03    8.143097E-03    5.544576E+00    5.941228E+00
   33112   2   -4.150394    8.873836E-03    8.241968E-03    5.451982E+00    5.869957E+00
   33113   2   -4.139054    9.037825E-03    8.349297E-03    5.353058E+00    5.794500E+00
   33114   2   -4.127181    9.188699E-03    8.438279E-03    5.265163E+00    5.733396E+00
   33115   2   -4.114818    8.733856E-03    7.977686E-03    5.539363E+00    6.064415E+00
   33116   2   -4.102012    5.485141E-03    5.000374E-03    8.820192E+00    9.675277E+00
   33376   2   -4.104478    6.148263E-03    5.630947E-03    7.868889E+00    8.591805E+00
   33377   2   -4.116852    8.909151E-03    8.159056E-03    5.430371E+00    5.929607E+00
   33378   2   -4.128751    9.206181E-03    8.467881E-03    5.255165E+00    5.713354E+00
   33379   2   -4.140129    9.042338E-03    8.359833E-03    5.350386E+00    5.787197E+00
   33380   2   -4.150949    8.873836E-03    8.241968E-03    5.451982E+00    5.869957E+00
   33381   2   -4.161174    8.722670E-03    8.134358E-03    5.546467E+00    5.947611E+00
   33382   2   -4.170777    8.587472E-03    8.036393E-03    5.633788E+00    6.020114E+00
   33383   2   -4.179732    8.466680E-03    7.947294E-03    5.714164E+00    6.087606E+00
   33384   2   -4.188019    8.358908E-03    7.866452E-03    5.787837E+00    6.150168E+00
   33385   2   -4.195625    8.262964E-03    7.793413E-03    5.855042E+00    6.207806E+00
   33386   2   -4.202539    8.177821E-03    7.727849E-03    5.916001E+00    6.260475E+00
   33387   2   -4.208754    8.102530E-03    7.669426E-03    5.970974E+00    6.308165E+00
   33388   2   -4.214267    8.035627E-03    7.617218E-03    6.020688E+00    6.351400E+00
   33389   2   -4.219079    7.973182E-03    7.567795E-03    6.067841E+00    6.392880E+00
   33390   2   -4.223190    7.906523E-03    7.512995E-03    6.118999E+00    6.439509E+00
   33391   2   -4.226605    7.824643E-03    7.442241E-03    6.183029E+00    6.500730E+00
   33392   2   -4.229327    7.723279E-03    7.351332E-03    6.264179E+00    6.581120E+00
   33393   2   -4.231359    7.612665E-03    7.250020E-03    6.355199E+00    6.673085E+00
   33394   2   -4.232704    7.515468E-03    7.160095E-03    6.437390E+00    6.756894E+00
   33395   2   -4.233367    7.456433E-03    7.105429E-03    6.488357E+00    6.808878E+00
   33396   2   -4.233347    7.308632E-03    7.032814E-03    6.619570E+00    6.879181E+00
   33397   2   -4.232644    7.380722E-03    7.095596E-03    6.554914E+00    6.818314E+00
   33398   2   -4.231257    7.493843E-03    7.195553E-03    6.455967E+00    6.723598E+00
   33399   2   -4.229185    7.623064E-03    7.308746E-03    6.346530E+00    6.619467E+00
   33400   2   -4.226422    7.744990E-03    7.412888E-03    6.246619E+00    6.526471E+00
   33401   2   -4.222967    7.848237E-03    7.497346E-03    6.164441E+00    6.452950E+00
   33402   2   -4.218815    7.935839E-03    7.565304E-03    6.096394E+00    6.394984E+00
   33403   2   -4.213963    8.017723E-03    7.626442E-03    6.034132E+00    6.343718E+00
   33404   2   -4.208410    8.101683E-03    7.688277E-03    5.971599E+00    6.292697E+00
   33405   2   -4.202158    8.190919E-03    7.753841E-03    5.906541E+00    6.239488E+00
   33406   2   -4.195209    8.286318E-03    7.823836E-03    5.838540E+00    6.183668E+00
   33407   2   -4.187571    8.388432E-03    7.898489E-03    5.767466E+00    6.125222E+00
   33408   2   -4.179255    8.498091E-03    7.978117E-03    5.693043E+00    6.064088E+00
   33409   2   -4.170275    8.616515E-03    8.063234E-03    5.614799E+00    6.000074E+00
   33410   2   -4.160653    8.745339E-03    8.154588E-03    5.532090E+00    5.932857E+00
   33411   2   -4.150413    8.886601E-03    8.253159E-03    5.444151E+00    5.861998E+00
   33412   2   -4.139584    9.042338E-03    8.359833E-03    5.350386E+00    5.787197E+00
   33413   2   -4.128201    9.191654E-03    8.455042E-03    5.263470E+00    5.722029E+00
   33414   2   -4.116304    8.887056E-03    8.137417E-03    5.443873E+00    5.945376E+00
   33415   2   -4.103936    6.157104E-03    5.629904E-03    7.857590E+00    8.593397E+00
   33676   2   -4.105442    6.475326E-03    5.934151E-03    7.471438E+00    8.152810E+00
   33677   2   -4.117347    8.938228E-03    8.191348E-03    5.412706E+00    5.906232E+00
   33678   2   -4.128750    9.191654E-03    8.455042E-03    5.263470E+00    5.722029E+00
   33679   2   -4.139612    9.037825E-03    8.349297E-03    5.353058E+00    5.794500E+00
   33680   2   -4.149896    8.879244E-03    8.234181E-03    5.448662E+00    5.875508E+00
   33681   2   -4.159571    8.737506E-03    8.129498E-03    5.537049E+00    5.951167E+00
   33682   2   -4.168614    8.611418E-03    8.034810E-03    5.618122E+00    6.021300E+00
   33683   2   -4.177003    8.499466E-03    7.949393E-03    5.692122E+00    6.085999E+00
   33684   2   -4.184725    8.400292E-03    7.872652E-03    5.759323E+00    6.145325E+00
   33685   2   -4.191768    8.312708E-03    7.804108E-03    5.820005E+00    6.199299E+00
   33686   2   -4.198127    8.235667E-03    7.743351E-03    5.874448E+00    6.247941E+00
   33687   2   -4.203801    8.168256E-03    7.690005E-03    5.922929E+00    6.291283E+00
   33688   2   -4.208789    8.109631E-03    7.643639E-03    5.965746E+00    6.329446E+00
   33689   2   -4.213096    8.058768E-03    7.603530E-03    6.003399E+00    6.362834E+00
   33690   2   -4.216724    8.014112E-03    7.568315E-03    6.036851E+00    6.392440E+00
   33691   2   -4.219680    7.973733E-03    7.536163E-03    6.067422E+00    6.419712E+00
   33692   2   -4.221969    7.936599E-03    7.506029E-03    6.095810E+00    6.445485E+00
   33693   2   -4.223595    7.904108E-03    7.479166E-03    6.120868E+00    6.468636E+00
   33694   2   -4.224563    7.880072E-03    7.459157E-03    6.139538E+00    6.485988E+00
   33695   2   -4.224875    7.868684E-03    7.449976E-03    6.148423E+00    6.493981E+00
   33696   2   -4.224531    7.743058E-03    7.382707E-03    6.248177E+00    6.553152E+00
   33697   2   -4.223530    7.781616E-03    7.413064E-03    6.217218E+00    6.526317E+00
   33698   2   -4.221869    7.831471E-03    7.452400E-03    6.177639E+00    6.491869E+00
   33699   2   -4.219546    7.888089E-03    7.496476E-03    6.133298E+00    6.453699E+00
   33700   2   -4.216554    7.949220E-03    7.543271E-03    6.086132E+00    6.413663E+00
   33701   2   -4.212889    8.014992E-03    7.593041E-03    6.036188E+00    6.371624E+00
   33702   2   -4.208545    8.086432E-03    7.646886E-03    5.982861E+00    6.326759E+00
   33703   2   -4.203518    8.164214E-03    7.705542E-03    5.925861E+00    6.278598E+00
   33704   2   -4.197807    8.248533E-03    7.769231E-03    5.865286E+00    6.227129E+00
   33705   2   -4.191410    8.339500E-03    7.837995E-03    5.801307E+00    6.172497E+00
   33706   2   -4.184331    8.437429E-03    7.911936E-03    5.733974E+00    6.114812E+00
   33707   2   -4.176577    8.542936E-03    7.991288E-03    5.663158E+00    6.054093E+00
   33708   2   -4.168158    8.656983E-03    8.076439E-03    5.588552E+00    5.990264E+00
   33709   2   -4.159090    8.780917E-03    8.167982E-03    5.509675E+00    5.923128E+00
   33710   2   -4.149395    8.916476E-03    8.266719E-03    5.425910E+00    5.852383E+00
   33711   2   -4.139096    9.065287E-03    8.373247E-03    5.336842E+00    5.777926E+00
   33712   2   -4.128226    9.206181E-03    8.467881E-03    5.255165E+00    5.713354E+00
   33713   2   -4.116820    8.938228E-03    8.191348E-03    5.412706E+00    5.906232E+00
   33714   2   -4.104919    6.477117E-03    5.932843E-03    7.469372E+00    8.154606E+00
   33976   2   -4.105442    6.477117E-03    5.932843E-03    7.469372E+00    8.154606E+00
   33977   2   -4.116852    8.887056E-03    8.137417E-03    5.443873E+00    5.945376E+00
   33978   2   -4.127739    9.188699E-03    8.438279E-03    5.265163E+00    5.733396E+00
   33979   2   -4.138066    9.052880E-03    8.342718E-03    5.344156E+00    5.799069E+00
   33980   2   -4.147801    8.904120E-03    8.231076E-03    5.433440E+00    5.877725E+00
   33981   2   -4.156918    8.771470E-03    8.129852E-03    5.515609E+00    5.950908E+00
   33982   2   -4.165397    8.654168E-03    8.038994E-03    5.590370E+00    6.018166E+00
   33983   2   -4.173222    8.550725E-03    7.957786E-03    5.658000E+00    6.079580E+00
   33984   2   -4.180384    8.459805E-03    7.885617E-03    5.718808E+00    6.135221E+00
   33985   2   -4.186876    8.380196E-03    7.821927E-03    5.773134E+00    6.185176E+00
   33986   2   -4.192696    8.310819E-03    7.766194E-03    5.821328E+00    6.229564E+00
   33987   2   -4.197847    8.250727E-03    7.717915E-03    5.863725E+00    6.268533E+00
   33988   2   -4.202333    8.199102E-03    7.676592E-03    5.900646E+00    6.302276E+00
   33989   2   -4.206158    8.155238E-03    7.641727E-03    5.932383E+00    6.331030E+00
   33990   2   -4.209330    8.118525E-03    7.612810E-03    5.959211E+00    6.355078E+00
   33991   2   -4.211856    8.088453E-03    7.589352E-03    5.981366E+00    6.374721E+00
   33992   2   -4.213741    8.064701E-03    7.570991E-03    5.998983E+00    6.390181E+00
   33993   2   -4.214991    8.047242E-03    7.557624E-03    6.011998E+00    6.401483E+00
   33994   2   -4.215609    8.036331E-03    7.549418E-03    6.020160E+00    6.408441E+00
   33995   2   -4.215597    7.906188E-03    7.469029E-03    6.119257E+00    6.477415E+00
   33996   2   -4.214955    7.927568E-03    7.484845E-03    6.102755E+00    6.463727E+00
   33997   2   -4.213680    7.958853E-03    7.508530E-03    6.078765E+00    6.443338E+00
   33998   2   -4.211768    7.999244E-03    7.539362E-03    6.048071E+00    6.416989E+00
   33999   2   -4.209214    8.048093E-03    7.576790E-03    6.011362E+00    6.385290E+00
   34000   2   -4.206011    8.104947E-03    7.620473E-03    5.969194E+00    6.348687E+00
   34001   2   -4.202152    8.169468E-03    7.670193E-03    5.922050E+00    6.307534E+00
   34002   2   -4.197632    8.241382E-03    7.725780E-03    5.870374E+00    6.262151E+00
   34003   2   -4.192445    8.320508E-03    7.787125E-03    5.814549E+00    6.212820E+00
   34004   2   -4.186587    8.406822E-03    7.854193E-03    5.754850E+00    6.159767E+00
   34005   2   -4.180058    8.500512E-03    7.927049E-03    5.691422E+00    6.103154E+00
   34006   2   -4.172860    8.602029E-03    8.005868E-03    5.624255E+00    6.043067E+00
   34007   2   -4.165001    8.712120E-03    8.090957E-03    5.553183E+00    5.979515E+00
   34008   2   -4.156492    8.831857E-03    8.182760E-03    5.477897E+00    5.912431E+00
   34009   2   -4.147350    8.962687E-03    8.281922E-03    5.397935E+00    5.841639E+00
   34010   2   -4.137595    9.105526E-03    8.388497E-03    5.313257E+00    5.767421E+00
   34011   2   -4.127254    9.230851E-03    8.475573E-03    5.241120E+00    5.708169E+00
   34012   2   -4.116361    8.909151E-03    8.159056E-03    5.430371E+00    5.929607E+00
   34013   2   -4.104951    6.475326E-03    5.934151E-03    7.471438E+00    8.152810E+00
   34276   2   -4.104478    6.157104E-03    5.629904E-03    7.857590E+00    8.593397E+00
   34277   2   -4.115373    8.733856E-03    7.977686E-03    5.539363E+00    6.064415E+00
   34278   2   -4.125727    9.190278E-03    8.411366E-03    5.264258E+00    5.751741E+00
   34279   2   -4.135506    9.088241E-03    8.340851E-03    5.323363E+00    5.800367E+00
   34280   2   -4.144685    8.949937E-03    8.234085E-03    5.405625E+00    5.875577E+00
   34281   2   -4.153241    8.826054E-03    8.136869E-03    5.481498E+00    5.945776E+00
   34282   2   -4.161158    8.717170E-03    8.050321E-03    5.549966E+00    6.009698E+00
   34283   2   -4.168426    8.621871E-03    7.973757E-03    5.611311E+00    6.067404E+00
   34284   2   -4.175039    8.538808E-03    7.906488E-03    5.665896E+00    6.119026E+00
   34285   2   -4.180995    8.466732E-03    7.847843E-03    5.714129E+00    6.164752E+00
   34286   2   -4.186297    8.404537E-03    7.797184E-03    5.756414E+00    6.204804E+00
   34287   2   -4.190948    8.351231E-03    7.753875E-03    5.793158E+00    6.239461E+00
   34288   2   -4.194955    8.305958E-03    7.717306E-03    5.824734E+00    6.269027E+00
   34289   2   -4.198327    8.268000E-03    7.686900E-03    5.851476E+00    6.293824E+00
   34290   2   -4.201071    8.236779E-03    7.662142E-03    5.873655E+00    6.314161E+00
   34291   2   -4.203195    8.211868E-03    7.642603E-03    5.891473E+00    6.330304E+00
   34292   2   -4.204705    8.192995E-03    7.627969E-03    5.905044E+00    6.342448E+00
   34293   2   -4.205606    8.180047E-03    7.618064E-03    5.914392E+00    6.350695E+00
   34294   2   -4.205901    8.173064E-03    7.612861E-03    5.919444E+00    6.355036E+00
   34295   2   -4.205592    8.066059E-03    7.539820E-03    5.997972E+00    6.416599E+00
   34296   2   -4.204675    8.088582E-03    7.556910E-03    5.981271E+00    6.402088E+00
   34297   2   -4.203148    8.120438E-03    7.581539E-03    5.957807E+00    6.381291E+00
   34298   2   -4.201005    8.161247E-03    7.613378E-03    5.928016E+00    6.354604E+00
   34299   2   -4.198238    8.210649E-03    7.652142E-03    5.892348E+00    6.322413E+00
   34300   2   -4.194840    8.268321E-03    7.697598E-03    5.851248E+00    6.285077E+00
   34301   2   -4.190803    8.334006E-03    7.749581E-03    5.805131E+00    6.242918E+00
   34302   2   -4.186119    8.407536E-03    7.807995E-03    5.754362E+00    6.196213E+00
   34303   2   -4.180783    8.488867E-03    7.872817E-03    5.699230E+00    6.145196E+00
   34304   2   -4.174790    8.578126E-03    7.944112E-03    5.639927E+00    6.090045E+00
   34305   2   -4.168140    8.675632E-03    8.022016E-03    5.576539E+00    6.030903E+00
   34306   2   -4.160835    8.781968E-03    8.106779E-03    5.509016E+00    5.967845E+00
   34307   2   -4.152883    8.897984E-03    8.198751E-03    5.437187E+00    5.900899E+00
   34308   2   -4.144297    9.024787E-03    8.298375E-03    5.360791E+00    5.830057E+00
   34309   2   -4.135093    9.161589E-03    8.404320E-03    5.280743E+00    5.756563E+00
   34310   2   -4.125294    9.255530E-03    8.469332E-03    5.227145E+00    5.712375E+00
   34311   2   -4.114929    8.771556E-03    8.016069E-03    5.515555E+00    6.035377E+00
   34312   2   -4.104031    6.148263E-03    5.630947E-03    7.868889E+00    8.591805E+00
   34576   2   -4.102560    5.485141E-03    5.000374E-03    8.820192E+00    9.675277E+00
   34577   2   -4.112923    8.397614E-03    7.640517E-03    5.761160E+00    6.332032E+00
   34578   2   -4.122732    9.169470E-03    8.350491E-03    5.276204E+00    5.793671E+00
   34579   2   -4.131958    9.142215E-03    8.342276E-03    5.291934E+00    5.799377E+00
   34580   2   -4.140578    9.018167E-03    8.244586E-03    5.364727E+00    5.868094E+00
   34581   2   -4.148575    8.902846E-03    8.151985E-03    5.434218E+00    5.934751E+00
   34582   2   -4.155939    8.802002E-03    8.070147E-03    5.496477E+00    5.994934E+00
   34583   2   -4.162662    8.714446E-03    7.998524E-03    5.551701E+00    6.048616E+00
   34584   2   -4.168742    8.638785E-03    7.936313E-03    5.600325E+00    6.096030E+00
   34585   2   -4.174182    8.573769E-03    7.882753E-03    5.642792E+00    6.137449E+00
   34586   2   -4.178987    8.518238E-03    7.837070E-03    5.679578E+00    6.173225E+00
   34587   2   -4.183163    8.471172E-03    7.798524E-03    5.711134E+00    6.203738E+00
   34588   2   -4.186720    8.431688E-03    7.766414E-03    5.737878E+00    6.229387E+00
   34589   2   -4.189666    8.399044E-03    7.740099E-03    5.760179E+00    6.250566E+00
   34590   2   -4.192010    8.372662E-03    7.719037E-03    5.778330E+00    6.267621E+00
   34591   2   -4.193761    8.352129E-03    7.702806E-03    5.792535E+00    6.280828E+00
   34592   2   -4.194924    8.337205E-03    7.691124E-03    5.802904E+00    6.290368E+00
   34593   2   -4.195504    8.327824E-03    7.683870E-03    5.809441E+00    6.296307E+00
   34594   2   -4.195502    8.220991E-03    7.600588E-03    5.884935E+00    6.365297E+00
